5,12,639,
5,12,645,
5,12,645,
5,12,647,
5,12,639,
5,12,641,
5,12,646,
5,12,640,
5,12,639,
5,12,640,
5,12,645,
5,12,644,
5,12,645,
5,12,639,
5,12,641,
5,12,640,
5,12,642,
5,12,639,
5,12,643,
5,12,640,
5,12,638,
5,12,640,
5,12,644,
5,12,639,
5,12,642,
5,12,641,
5,12,638,
7,9,898,
7,9,896,
7,9,895,
7,9,894,
7,9,898,
7,9,899,
7,9,902,
7,9,902,
7,9,897,
7,9,898,
7,9,893,
7,9,900,
7,9,901,
7,9,897,
7,9,903,
7,9,900,
7,9,901,
7,9,899,
7,9,902,
7,9,901,
7,9,901,
7,9,901,
7,9,896,
7,9,906,
7,9,894,
11,5,1453,
11,5,1449,
11,5,1452,
11,5,1423,
11,5,1427,
11,5,1452,
11,5,1549,
11,5,1412,
11,5,1419,
11,5,1406,
11,5,1410,
11,5,1408,
11,5,1538,
11,5,1416,
11,5,1406,
11,5,1415,
11,5,1449,
11,5,1452,
11,5,1609,
11,5,1412,
11,5,1406,
11,5,1410,
11,5,1415,
11,5,1427,
11,5,1423,
13,4,1667,
13,4,1660,
13,4,1660,
13,4,1665,
13,4,1665,
13,4,1662,
13,4,1664,
13,4,1680,
13,4,1663,
13,4,1662,
13,4,1659,
13,4,1664,
13,4,1661,
13,4,1662,
13,4,1671,
13,4,1674,
13,4,1660,
13,4,1753,
13,4,1663,
13,4,1663,
13,4,1663,
13,4,1672,
13,4,1817,
13,4,1678,
13,4,1707,
