5,12,827,75,2,279,5965,
5,12,790,75,2,279,5966,
5,12,867,75,2,278,5980,
5,12,798,85,2,280,6023,
5,12,825,74,2,280,6170,
5,12,858,97,2,280,6154,
5,12,801,74,2,283,5964,
5,12,819,77,2,330,6068,
5,12,967,70,2,286,6051,
5,12,841,70,2,352,5937,
5,12,794,74,2,275,6205,
5,12,858,69,2,278,5991,
5,12,798,74,2,278,5983,
5,12,826,73,2,274,5953,
5,12,781,85,2,274,6032,
5,12,805,80,2,276,5960,
5,12,797,74,2,278,6083,
5,12,799,74,2,275,6019,
5,12,836,78,2,278,6182,
5,12,907,77,2,291,5936,
5,12,815,70,2,278,6031,
5,12,884,84,2,276,5963,
5,12,835,69,2,277,5968,
5,12,818,74,2,328,6122,
5,12,843,70,2,281,5903,
7,9,1183,107,12,294,9447,
7,9,1110,75,3,276,9723,
7,9,1147,70,4,279,9404,
7,9,1167,70,4,277,9477,
7,9,1185,73,4,280,9484,
7,9,1161,74,3,276,9505,
7,9,1175,75,4,278,9401,
7,9,1173,70,4,280,9359,
7,9,1174,73,4,279,9448,
7,9,1184,80,3,278,9572,
7,9,1099,80,3,278,9479,
7,9,1084,74,3,276,9415,
7,9,1125,109,4,278,9571,
7,9,1131,70,3,280,9683,
7,9,1160,89,4,277,9511,
7,9,1225,82,3,281,9549,
7,9,1193,69,3,279,9534,
7,9,1095,71,3,274,9609,
7,9,1106,81,6,284,9453,
7,9,1175,75,4,280,9438,
7,9,1160,80,3,276,9516,
7,9,1195,77,4,278,9395,
7,9,1126,70,3,277,9374,
7,9,1266,99,8,284,9438,
7,9,1141,88,3,278,9461,
11,5,1791,74,10,284,16634,
11,5,1685,89,4,284,16815,
11,5,1863,85,4,280,16813,
11,5,1750,93,4,283,16712,
11,5,1794,83,5,279,17042,
11,5,1825,77,3,281,16782,
11,5,1878,70,9,286,16842,
11,5,1865,70,4,281,17068,
11,5,1788,74,4,283,16930,
11,5,1755,87,4,284,16840,
11,5,1718,74,3,281,16813,
11,5,1900,80,9,284,16758,
11,5,1843,112,8,303,16898,
11,5,1855,77,9,284,16726,
11,5,1941,81,7,286,16788,
11,5,1764,83,4,280,16981,
11,5,1742,79,4,278,16804,
11,5,1926,70,9,285,16748,
11,5,1881,75,10,287,16844,
11,5,1840,69,3,278,17094,
11,5,1929,79,10,283,16596,
11,5,1897,78,10,283,16681,
11,5,1795,69,5,279,16770,
11,5,1722,73,5,282,16905,
11,5,1878,88,10,285,16769,
13,4,2108,69,6,284,20650,
13,4,2129,83,7,287,20881,
13,4,2133,84,6,280,20654,
13,4,2089,74,4,280,21196,
13,4,2131,73,4,279,20759,
13,4,2031,70,6,282,20730,
13,4,2051,69,6,280,20998,
13,4,2060,69,7,283,20931,
13,4,2059,72,4,363,21063,
13,4,2248,73,10,286,20813,
13,4,2122,74,7,284,20811,
13,4,2097,92,5,279,20723,
13,4,2111,95,5,282,20748,
13,4,2061,72,6,279,20849,
13,4,2058,69,6,281,20535,
13,4,2081,74,6,279,20597,
13,4,2122,77,4,279,20745,
13,4,1961,69,4,278,20740,
13,4,2074,78,7,281,20585,
13,4,2155,69,6,281,20728,
13,4,2066,68,7,279,20602,
13,4,2069,77,4,279,20859,
13,4,2273,70,10,287,20737,
13,4,2144,74,10,285,20743,
13,4,2006,73,7,284,20786,
